Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
79234.4312,62.24,211.0515,105.5201,959.2899,0.821,39.3741,31.4285,81.0069,102.0619,187.0189,181.4142,195.396,213.0533,187.5993,237.619,242.4762,204.0152,201.2586,264.4974
79253.9403,62.24,211.3049,105.521,960.253,0.599,4.7621,3.7361,11.57,81.722,149.3315,101.4689,137.6432,196.2184,174.5997,231.1083,240.358,206.0877,195.7036,264.8925
79273.4676,62.24,209.9244,105.512,960.1909,1.6036,-4.1344,-6.9286,-8.5006,29.7772,43.2309,16.3406,33.1523,119.3188,100.1803,129.9234,133.9334,109.6599,105.6217,144.8417
79292.9803,62.24,207.5354,105.5501,959.6514,3.0367,23.0066,35.5535,42.5637,17.4171,39.2101,43.0743,45.8931,37.5231,27.9631,43.458,41.536,44.9686,34.5773,46.401
79312.4836,62.24,207.3522,105.3863,959.615,0.8944,190.8597,227.9956,257.5309,115.1692,226.4027,235.2718,241.9883,218.1738,194.1944,252.7481,236.5059,210.9467,190.5941,259.4658
79331.9825,62.24,205.5896,105.4669,960.0795,0.7166,49.4225,40.8155,95.2622,109.1243,194.2402,182.8596,200.1062,209.7595,189.1236,232.1476,226.9176,194.9336,176.2277,251.2916
79351.4977,62.24,205.3153,105.5208,959.9506,1.2124,5.558,2.6796,7.7656,63.8795,110.3531,74.2589,101.7698,139.4279,124.3886,154.7212,153.5908,135.5122,119.442,170.051
79371.0287,62.24,203.6527,105.5125,960.0993,3.121,0.7185,6.6524,13.6806,8.2239,17.8216,18.1511,21.6371,14.5791,10.9079,15.6767,15.0734,17.9011,13.4317,19.4469
79390.5403,62.24,203.2677,105.5497,959.2422,0.9556,195.5116,232.7214,256.4955,115.386,227.451,236.0255,243.3244,189.8088,173.0249,208.6026,188.1079,174.8822,149.4119,213.0905
79410.0456,62.24,201.7267,105.4064,959.6103,0.7848,60.2722,52.6496,107.812,108.7726,193.1296,185.564,199.1671,186.0136,170.1596,197.4829,191.0779,169.1594,147.5783,209.276
79429.5559,62.24,201.2039,105.447,959.8737,0.8021,5.1043,3.0172,12.4065,79.9326,128.4854,85.2277,117.5808,155.381,139.2222,167.8173,170.6444,151.842,129.8556,184.4651
79449.064,62.24,199.8776,105.5204,960.631,0.8449,9.9526,9.9889,9.4877,37.0617,45.6707,27.8606,39.8452,129.0248,111.8456,138.3767,145.5243,123.5196,104.9612,150.2594
79468.5744,62.24,198.822,105.5149,959.7287,3.2823,-22.8332,-23.1814,-18.3477,-5.8047,-13.0194,-12.9821,-11.3984,-1.2478,-1.8439,-2.1892,0.5153,0.5956,1.0358,1.1308
79488.0754,62.24,199.1367,105.5439,960.4454,1.066,190.8269,233.6763,253.0515,112.3011,216.0305,225.6656,231.2497,147.9014,137.852,151.7788,137.1842,135.7603,111.3341,160.0329
79507.5763,62.24,197.9331,105.4292,960.3292,0.8679,72.5575,67.5913,122.5071,110.4598,193.7992,187.2273,201.0703,159.9907,147.4978,165.0139,160.6409,147.9798,128.4768,177.9855
79527.0822,62.24,197.0485,105.4424,959.8669,0.5525,18.9631,18.1168,27.5309,82.9826,127.0733,92.2752,120.5835,143.2528,126.6787,147.3717,156.883,133.4996,111.8418,155.8153
79546.5868,62.24,196.0634,105.4593,959.7554,3.3358,-34.786,-39.8899,-36.2131,-8.4165,-23.3534,-27.3477,-25.1975,-1.5811,-2.1033,-1.1411,2.4298,-3.0639,-1.5097,-2.4167
79566.0915,62.24,194.7785,105.3614,959.5517,1.2567,182.54,227.3337,239.1097,106.4674,208.3102,216.5992,224.9181,116.6068,109.0019,114.6218,105.6894,110.8043,88.8811,123.9801
79585.6069,62.24,194.7349,105.3619,960.2463,0.782,88.1247,86.4471,140.6644,114.5994,198.8929,195.116,206.8367,148.9604,134.7966,148.1146,147.2349,135.6746,117.5195,161.8477
79605.1107,62.24,194.9168,105.3462,960.0061,0.9285,7.2404,4.1865,16.0998,80.5888,118.6386,84.1609,114.3607,121.1644,105.7178,120.8491,133.8956,118.3528,100.1124,135.1926
79624.6271,62.24,194.213,105.4139,959.9517,0.3313,14.5738,16.3568,18.6967,39.865,45.9137,34.7331,44.9468,121.3514,101.449,115.5109,135.894,111.19,91.2857,127.215
79644.119,62.24,192.7501,105.4793,959.8727,3.2665,-39.7892,-46.3972,-47.0997,-17.6904,-38.8656,-41.0084,-42.6303,1.0718,-1.3804,0.9029,5.4025,-2.7365,-1.4451,-2.206
79663.744,62.24,192.8405,105.354,960.0487,1.4709,161.4461,195.6058,210.7679,94.9259,182.9253,189.9587,201.4874,85.2333,81.4749,80.4336,77.875,85.5474,67.7793,93.7111
79683.5173,62.24,192.2983,105.4018,960.4074,0.9443,102.0172,104.5988,156.2314,115.2435,200.239,197.3756,206.1303,130.1097,115.6717,125.5586,126.5337,118.893,101.529,138.1902
79703.0445,62.24,190.738,105.4855,959.7834,0.269,21.1549,20.7154,36.3962,90.6922,132.8739,102.9809,132.3178,131.4507,111.5936,124.7311,144.6841,125.5141,105.6249,141.6459
79722.5586,62.24,190.6362,105.3601,959.8477,3.1728,-37.4192,-47.1954,-48.5781,-9.5453,-30.0301,-36.59,-33.3255,8.2373,4.6919,8.1481,13.8873,7.5827,6.9282,9.8536
79742.0711,62.24,190.6503,105.3865,959.3915,1.6298,143.003,183.5314,196.2306,86.2807,169.3298,176.1391,182.2466,67.3767,65.3724,62.4547,61.5877,69.0952,55.1113,72.7266
79761.5801,62.24,190.7239,105.4945,960.0173,0.7852,119.9268,128.4685,178.3209,119.9754,210.3001,210.0483,218.9509,126.1462,110.8517,120.1963,122.5026,119.178,99.3942,133.6005
79781.0691,62.24,190.4535,105.3694,959.5873,0.9386,12.5238,8.3447,25.1647,85.4662,124.7797,94.8475,123.0363,105.7275,89.3599,100.564,116.0939,100.8715,86.6022,113.4059
79800.7292,62.24,188.7036,105.36,959.7406,0.2559,10.6255,12.8659,15.6686,39.4894,43.2892,32.9671,43.3312,108.7855,86.3558,94.3229,124.777,100.5317,81.9857,110.5622
79820.4986,62.24,188.5911,105.36,960.0237,2.8558,-33.6295,-41.7064,-43.2293,-15.1537,-36.3563,-38.6074,-38.931,16.2171,9.5418,12.7628,21.8083,8.8411,7.0521,10.395
79840.2713,62.24,188.4431,105.36,960.2712,1.9469,123.6772,155.1495,162.2185,73.3021,144.0733,149.7889,153.9732,51.7484,49.3775,45.302,47.1303,53.6788,42.8337,55.1801
79860.032,62.24,186.6814,105.36,960.0165,0.9362,132.3139,142.7511,189.0543,120.6974,214.9544,213.75,219.5582,116.6857,97.8715,104.8949,109.0179,107.6533,88.9178,117.8979
79879.8219,62.24,186.52,105.36,959.5707,0.2704,22.0044,19.9239,40.1415,94.8073,139.0449,109.9092,136.132,123.7333,98.4215,108.3977,133.8297,114.0042,96.3596,124.6341
79899.5986,62.24,186.52,105.36,959.8522,2.8211,-30.1924,-37.6173,-39.2435,-1.6414,-19.0652,-26.4707,-21.3462,26.9951,16.5171,19.1283,27.4057,18.4805,15.4899,21.108
79919.3721,62.24,186.52,105.36,960.0818,2.1098,112.985,141.0021,149.4775,67.2392,132.1289,136.4011,139.0046,42.6816,41.9077,37.8116,39.4434,45.7266,36.6609,45.7257
79939.1569,62.24,186.5181,105.36,959.5488,0.793,141.083,153.4802,200.2422,122.9844,220.713,219.6746,223.8582,115.9374,96.2361,103.4633,109.5104,108.947,89.1733,117.4067
79958.9547,62.24,186.5291,105.36,959.8919,0.9005,17.0255,12.5981,32.6643,88.61,130.4557,101.9621,128.8082,102.5333,80.6089,89.7055,108.9178,93.0997,79.9113,102.5817
79978.633,62.24,186.5042,105.36,959.9173,0.3543,6.2623,7.9923,10.6121,37.4879,38.8201,28.6528,39.3141,95.2822,74.9868,80.7448,113.5657,91.0577,73.9316,98.1251
79998.1562,62.24,186.5755,105.36,960.0301,2.4273,-22.2305,-30.4708,-31.8372,-9.3007,-26.109,-28.0387,-29.2022,27.173,18.5946,21.1864,30.1674,19.1258,14.9228,21.0276
80017.6747,62.24,184.7085,105.36,960.3809,2.3314,83.6005,114.2763,117.6234,53.4978,105.6992,109.8168,116.6833,28.8555,30.8499,26.9054,28.068,33.7581,27.5453,33.9843
80037.1821,62.24,184.4397,105.36,959.771,0.8811,152.2802,177.3386,218.5047,125.6512,221.0992,225.5653,231.7174,102.7026,89.3789,94.2567,99.15,102.607,83.0132,108.7174
80056.6938,62.24,184.4516,105.36,959.9867,0.4383,23.4633,19.7587,45.3974,98.5382,143.6937,117.7702,146.1775,110.4978,89.4484,98.6148,121.087,104.8078,89.6681,113.5944
80076.1867,62.24,184.3834,105.36,960.5041,2.1353,-14.7183,-19.8926,-21.0271,15.112,5.0278,-4.4871,3.1227,41.7002,31.2615,35.7736,50.6912,38.7188,31.7777,41.5152
80095.769,62.24,184.6312,105.36,959.8023,2.5817,61.8818,81.383,87.534,39.3665,80.1983,80.9607,86.6255,19.8744,20.9665,17.5844,18.6278,23.0544,19.167,23.0226
80115.5178,62.24,182.7618,105.36,959.9098,0.826,167.8399,193.2987,230.4372,126.5882,227.9514,227.9676,231.8606,104.8101,88.5203,92.5113,98.2739,101.4735,82.0901,106.8318
80135.2957,62.24,182.36,105.36,960.064,0.8479,27.2279,22.5909,50.4072,97.6405,149.4753,123.1679,147.9314,102.2191,79.379,88.1337,106.2143,92.1144,79.9162,100.2298
80155.0762,62.24,182.36,105.36,960.3829,0.5052,3.5454,3.8106,6.5821,41.6133,42.6356,29.5379,42.6868,91.7313,69.3259,75.0047,107.5007,85.4969,69.9416,90.3415
80174.8413,62.24,182.36,105.36,960.2159,1.9066,-11.0758,-14.9807,-16.9515,-0.5359,-11.5154,-13.1649,-12.7941,41.7814,29.0685,31.2505,48.8443,35.6998,27.7923,37.723
80194.6191,62.24,182.36,105.36,959.802,2.6963,45.9493,62.4718,67.4172,30.9373,63.4166,64.9985,68.4133,13.842,15.4671,12.3142,13.5968,16.8601,14.7,17.0375
80214.394,62.24,182.36,105.36,959.6287,0.8666,173.8367,201.3489,236.2557,127.2947,228.9498,232.4782,235.3272,99.3659,83.6663,86.6137,92.5863,97.305,77.397,100.9132
80234.1569,62.24,182.36,105.36,960.1825,0.5784,30.447,26.1103,56.4285,101.6759,152.9281,129.7727,155.141,109.845,83.9273,92.5075,114.3998,99.4083,85.2029,106.8742
80253.9423,62.24,182.3604,105.359,960.1349,1.6701,-6.7206,-9.7328,-10.557,26.6833,22.1956,10.0071,20.9117,56.4524,41.0366,45.9135,65.6674,51.3424,42.1647,54.1566
80273.7367,62.24,182.3758,105.3676,959.513,2.8539,35.3043,47.7809,55.0581,25.1972,50.9061,52.6317,54.8308,10.4885,12.0442,8.8577,10.5167,13.0853,11.5599,13.2475
80293.5209,62.24,182.265,105.3305,960.0976,0.8725,179.1116,204.1496,240.5712,127.7132,229.6412,232.1271,235.1123,97.2166,82.8747,85.5637,91.4884,97.3076,77.6492,100.4402
80313.2802,62.24,182.6839,105.5048,959.6951,0.8052,34.4415,30.0504,62.5487,103.1836,159.3793,135.288,160.1419,101.5723,78.6927,87.2764,104.0981,92.8113,79.3271,99.2975
80333.048,62.24,180.8795,105.3841,959.8871,0.6516,3.0463,2.6334,5.7102,44.8268,47.1239,32.1063,46.9358,88.6241,65.6358,71.2306,102.4478,81.7311,67.2742,86.7459
80352.8246,62.24,180.3061,105.4647,959.7222,1.4348,-4.0324,-5.7771,-7.9541,5.4547,-1.8307,-3.3789,-2.5735,51.6422,37.0206,39.0865,61.5498,45.8523,35.2738,45.021
80372.6146,62.24,180.3287,105.5512,959.7866,3.0036,21.0462,30.3642,36.2094,16.7712,34.7553,34.8843,38.6141,5.8785,7.5501,5.302,6.5226,8.1449,7.6159,8.0931
80392.3783,62.24,180.2986,105.3801,959.3256,0.8959,184.508,215.3278,246.6803,127.4107,230.3635,230.9998,234.4763,93.3168,79.4656,81.883,87.3268,93.0069,74.0057,95.6196
80412.1572,62.24,180.2202,105.4914,960.4093,0.7114,38.1106,33.8979,68.6094,106.0482,162.4559,140.3165,164.2251,105.5752,80.7808,89.4909,109.1176,96.3447,82.9939,104.5087
80431.9491,62.24,180.6024,105.4136,959.954,1.2299,0.8054,-1.3512,-0.5768,38.0264,37.608,23.3073,36.4578,68.3221,50.58,55.6226,75.6962,58.4595,48.3344,61.4946
80451.7094,62.24,178.9181,105.36,959.9141,3.1232,10.6888,18.554,23.4128,12.199,23.9145,25.2041,27.1226,4.0503,5.658,3.6894,4.3487,5.0735,5.3069,5.427
80471.4885,62.24,178.2,105.36,959.8549,0.9555,187.1304,219.2988,245.0259,125.4113,227.5655,233.4302,234.0677,91.4904,78.1778,79.9408,84.6122,92.1858,73.3656,93.715
80491.2679,62.24,178.2,105.36,959.7251,0.7882,43.2346,39.7203,76.363,107.8835,169.5379,147.582,170.0286,102.7401,78.8087,87.9002,102.9389,92.6284,79.4424,99.5426
80511.0461,62.24,178.2,105.36,960.3958,0.7406,3.0454,2.471,6.199,50.0245,54.2964,37.1111,53.9917,86.099,63.9898,69.9337,99.6313,80.241,66.6193,84.3419
80530.817,62.24,178.2,105.36,959.3558,1.1041,2.7126,1.3932,0.7088,11.0808,6.9025,4.8024,6.341,61.2164,44.4657,46.6611,68.5631,51.8277,40.9275,53.7277
80550.5812,62.24,178.2,105.36,959.9501,3.2497,-1.8473,4.2709,5.6735,3.7708,9.3955,10.097,12.417,1.1104,2.3606,0.5581,0.9212,1.2513,2.1371,1.6056
80570.365,62.24,178.2,105.36,959.4369,0.9926,189.8556,225.7375,244.576,125.5643,228.0035,232.579,235.3949,86.3178,75.2375,76.6162,81.1025,88.6879,70.2267,90.0089
80590.1382,62.24,178.2,105.36,959.9455,0.7651,47.9959,44.7143,83.6692,110.1158,172.0471,152.3594,173.923,103.7419,79.8914,89.0089,104.4395,94.4467,80.9067,101.3239
80609.9155,62.24,178.2,105.36,959.605,1.0161,8.1397,6.4666,8.5341,48.2271,55.2486,38.4309,54.081,76.5607,56.3858,62.1492,85.2759,69.3318,57.6605,72.7342
80629.6995,62.24,178.2,105.36,959.9647,3.2128,-11.2707,-7.458,-3.5589,0.736,0.5751,0.8624,3.5776,-0.6334,0.5417,-0.7165,0.859,0.3546,1.4761,0.9174
80649.4767,62.24,178.2,105.36,960.0977,1.014,191.183,226.184,248.1323,123.233,226.9588,229.8355,230.7089,84.7868,73.2059,74.2171,78.7301,86.299,68.5925,87.2034
80669.2529,62.24,178.2,105.36,959.7585,0.7849,54.6283,52.0442,93.218,112.33,179.1671,160.1459,180.2138,103.178,79.3137,88.4812,102.465,93.686,80.3079,101.1951
80689.0153,62.24,178.1999,105.36,959.3917,0.8028,3.2182,2.3701,7.3591,55.8335,63.0804,43.2856,62.7738,86.0961,63.9884,70.523,98.1984,78.9733,66.3492,83.7901
80708.7885,62.24,178.1991,105.36,959.957,0.8446,8.8416,8.7455,7.5473,16.7673,16.6184,13.9006,15.3922,66.6489,48.6827,50.7738,79.1516,60.4878,47.8903,62.8123
80728.5722,62.24,178.1792,105.36,960.2601,3.2826,-21.088,-19.8485,-16.5302,-6.9721,-15.1619,-14.4899,-10.2063,-2.9698,-1.8376,-3.025,-1.0073,-2.5081,-0.9527,-1.9025
80748.3537,62.24,178.3458,105.36,959.4422,1.065,189.7899,223.9232,246.4735,121.5306,217.4113,224.3305,228.7439,80.4146,69.8242,70.5957,74.4848,82.4428,65.5656,83.0251
80768.1397,62.24,177.6925,105.36,960.2048,0.8363,60.0224,57.098,100.4661,114.2569,182.0442,165.2365,182.9553,102.3271,78.6676,87.9582,101.5568,93.8731,80.2711,100.8384
80787.9135,62.24,176.1719,105.36,960.2879,0.691,14.2831,13.6245,17.7568,60.2184,73.5891,54.2362,72.4695,86.3259,64.099,70.607,96.9081,79.0258,64.3112,79.6801
80807.6879,62.24,176.12,105.36,959.9493,3.3221,-27.6599,-28.7593,-25.6792,-8.5152,-19.2927,-19.922,-17.3899,-1.9058,-1.7231,-1.9624,0.8402,-1.6925,-0.8492,-2.3445
80827.4443,62.24,176.12,105.36,960.1382,1.1621,188.5739,225.0259,243.0325,119.3041,219.3061,225.5564,227.7751,76.8989,67.9398,67.6363,71.0553,79.7546,62.9356,79.8789
80847.2236,62.24,176.12,105.36,959.8285,0.7863,68.5012,67.3925,111.5474,116.8865,188.3373,174.6041,190.9969,103.3722,80.0079,88.82,101.4759,94.8838,80.5429,101.6585
80866.9997,62.24,176.12,105.36,959.9549,0.8684,3.8129,2.4493,8.9467,62.004,73.3704,51.0751,72.6964,86.3835,63.925,70.88,96.5788,78.5539,66.4467,82.7794
80886.6483,62.24,176.12,105.36,959.999,0.5501,13.7169,15.626,15.2945,23.3837,25.2329,22.3212,25.9175,73.3261,55.2272,57.6068,87.4366,68.0559,54.0655,70.62
80906.1719,62.24,176.1199,105.36,959.4765,3.3336,-36.3672,-42.5017,-39.1945,-17.5259,-33.3489,-34.5219,-33.7505,-3.5744,-4.3338,-4.2818,-0.8663,-4.4593,-2.8485,-3.7087
80925.6964,62.24,176.1164,105.36,960.1794,1.2401,177.2305,221.9097,230.37,112.3876,202.7934,210.9261,215.7423,67.355,62.2603,61.1969,63.8854,72.7034,58.0766,72.892
80945.2246,62.24,176.1266,105.36,959.7151,0.9291,80.3408,83.9197,129.4555,118.6991,191.8625,182.5904,198.9314,97.1112,78.389,87.0325,97.2195,93.8486,78.8936,100.5736
80964.7274,62.24,176.1486,105.36,959.6383,0.3316,19.2568,20.2879,29.1446,77.3427,99.1524,76.4492,100.2699,95.8816,74.1534,81.166,107.01,88.3374,74.6456,92.8009
80984.2392,62.24,176.0126,105.36,960.1671,3.2687,-39.4721,-48.1727,-47.0008,-15.4585,-36.5422,-39.3821,-38.1708,2.0267,-0.3005,1.0567,4.3642,-1.5923,-0.6544,-0.7403
81003.7632,62.24,174.2105,105.36,959.832,1.4877,162.2153,204.3344,209.784,103.5313,188.3794,193.7074,200.6534,59.4665,55.1537,53.0046,55.8735,64.2673,51.7358,63.9892
81023.2716,62.24,174.04,105.36,959.6676,0.7832,99.9171,106.108,154.3897,123.8376,203.1661,196.9146,209.5878,99.8251,81.6148,90.1617,99.2561,97.543,80.9657,103.6299
81042.7872,62.24,174.04,105.36,959.7391,0.9481,8.1478,5.6628,17.0673,76.1616,98.0515,72.7173,98.4671,84.9017,65.4239,73.265,94.6607,80.1121,68.9322,85.5671
81062.2945,62.24,174.04,105.36,960.2569,0.2422,11.4969,14.4345,16.5371,30.9855,32.7888,27.5166,34.2206,82.4135,62.8001,66.258,98.8305,77.0813,62.1339,80.3279
81081.8034,62.24,174.04,105.36,959.7953,3.039,-35.438,-45.5715,-46.6823,-19.5466,-39.6778,-41.7448,-43.3253,6.6492,2.3236,3.7792,9.2904,1.0917,0.7272,2.0742
81101.2964,62.24,174.04,105.36,960.058,1.7698,131.8657,171.8934,179.8011,85.2475,155.8933,162.9764,170.7961,46.5477,44.9155,41.4924,44.1565,52.5233,43.046,51.7336
81121.0147,62.24,174.04,105.36,959.9689,0.9461,117.4179,132.3845,177.3166,125.0191,211.4965,207.3256,217.541,98.7169,79.6887,87.4033,94.4445,95.1091,79.414,100.238
81140.7117,62.24,174.04,105.36,959.4381,0.2479,20.7379,20.6919,36.2781,91.747,125.9375,99.4427,127.3276,106.8364,79.5113,88.5901,115.0402,97.4696,84.3105,103.4483
81160.7763,62.24,174.04,105.36,959.9449,3.0235,-33.7587,-42.932,-41.1235,-8.5988,-28.3028,-34.1329,-30.5508,16.1152,7.2062,9.1181,17.3247,9.3008,8.1125,10.5232
81180.6465,62.24,174.04,105.36,959.5906,1.9252,126.2351,161.6888,159.899,80.6476,150.7114,156.8947,160.6385,44.6094,41.8345,40.1657,41.9607,49.3898,40.3595,48.5711
81200.4416,62.24,174.04,105.36,959.8199,0.7858,126.118,138.4574,184.7108,128.2318,219.9945,213.8783,221.1896,105.9042,83.4132,92.6954,100.3765,100.0234,82.4442,105.4689
81220.2264,62.24,174.04,105.36,959.8827,0.9378,12.8068,9.6275,26.1119,85.8473,117.7304,90.2681,116.6862,91.9031,68.2286,77.8918,98.021,82.9675,71.8819,88.8434
81239.9933,62.24,174.04,105.36,960.171,0.2585,9.2262,11.1906,14.0988,34.9758,36.4324,28.5758,37.3598,88.1886,64.4716,69.7914,103.9761,81.6365,65.7509,84.4099
81259.7776,62.24,174.04,105.36,960.009,2.8442,-30.5135,-38.1171,-41.0044,-15.9284,-35.2679,-35.8902,-36.7405,13.7901,6.8601,8.4969,18.3234,9.7717,7.326,10.5552
81279.5586,62.24,174.04,105.36,959.6452,1.9669,111.9714,141.4611,151.8311,71.6419,135.9669,136.773,142.2973,39.2461,37.3325,35.0159,36.4818,42.7593,35.158,42.3805
81299.3021,62.24,174.04,105.36,960.0974,0.9211,134.3448,151.5115,196.7075,128.1217,217.7616,214.9642,222.3833,100.2966,80.958,88.3892,94.2312,95.1037,78.3377,100.6774
81319.0435,62.24,174.04,105.36,959.9789,0.3002,20.9816,19.6256,39.9873,96.1433,133.9562,106.6497,134.6726,108.424,81.1822,90.6608,115.7819,97.8145,83.6275,104.7045
81338.8207,62.24,174.04,105.36,959.8537,2.6358,-26.9696,-34.179,-35.6365,0.0927,-16.9834,-23.6526,-18.8681,24.4314,15.5748,18.8434,30.4092,20.5667,16.8735,22.1656
81358.597,62.24,174.04,105.36,959.6695,2.1505,101.481,128.4452,135.7263,64.707,124.3563,126.0854,131.0587,33.6833,32.7855,30.2164,31.1642,37.1958,30.7806,36.9209
81378.3804,62.24,174.04,105.36,960.1985,0.7937,145.3886,163.2181,207.4919,130.9188,225.9186,224.3049,229.0776,103.4661,83.9051,91.1519,97.515,99.1952,81.2252,103.9369
81398.1482,62.24,174.04,105.36,959.862,0.8981,17.9693,14.3178,35.478,92.5569,131.779,104.1874,130.9865,93.8544,70.4652,79.9836,97.716,84.2355,73.0101,90.8366
81417.9092,62.24,174.0408,105.36,960.2,0.3595,6.0578,7.6301,10.4325,37.4079,37.5142,28.0238,38.5895,87.5727,63.9962,69.791,101.5932,80.4181,65.4233,84.2571
81437.6974,62.24,174.0539,105.36,959.9605,2.4025,-22.3687,-29.0948,-31.1116,-9.3127,-25.1411,-27.5652,-28.3379,24.348,15.2745,17.435,30.7441,20.0798,15.4453,20.6707
81457.4871,62.24,173.9495,105.36,959.9011,2.3313,83.9005,109.4668,114.5045,52.1705,102.443,108.5822,114.0552,26.9796,27.4634,24.832,25.5505,31.1295,25.7585,30.6297
81477.061,62.24,174.3382,105.36,959.9469,0.8784,155.5246,179.4038,215.7653,129.9758,224.213,226.897,233.5631,96.4622,80.7964,86.3048,91.648,95.5827,78.1894,99.9355
81496.5707,62.24,172.6002,105.36,960.0542,0.4529,22.8319,20.0255,45.7551,101.0217,143.4521,117.3886,146.0225,102.7041,80.156,90.0474,111.3883,96.3978,83.314,103.5229
81516.0732,62.24,171.96,105.36,960.1696,2.0971,-13.193,-18.5851,-19.0405,15.3789,5.7153,-3.4389,3.9244,41.4439,28.3158,32.4105,46.6479,35.6241,29.176,37.4963
81535.5788,62.24,171.96,105.36,960.1819,2.7114,56.522,76.9937,80.3691,39.1718,75.8191,76.7962,82.2935,17.2507,18.4735,15.8854,16.8194,19.8238,17.8026,20.3721
81555.1014,62.24,171.96,105.36,959.7206,0.8427,169.655,199.1437,233.1638,132.3349,224.7104,229.6989,237.5929,96.5678,82.1149,87.223,90.3136,95.7531,78.1749,100.3084
81574.6205,62.24,171.96,105.36,960.0718,0.8222,28.9401,25.2196,55.0434,103.2376,153.2363,128.4164,155.7808,95.1741,73.1904,82.731,98.1077,87.6533,76.1011,95.0683
81594.1239,62.24,171.96,105.36,959.9429,0.5972,2.8745,2.7251,5.5295,43.7731,44.2334,30.109,44.5135,82.1788,62.4443,68.8367,98.9367,78.5274,64.4778,82.4658
81613.628,62.24,171.96,105.36,960.1785,1.6081,-5.0047,-7.5454,-9.7402,3.6392,-4.1107,-4.7736,-5.0143,45.9405,31.3655,33.7184,52.9236,39.3195,30.5925,40.7208
81633.1279,62.24,171.96,105.36,959.4372,3.0365,24.2965,36.1021,42.0637,20.7453,40.7224,38.666,44.9815,7.14,8.5997,6.4807,7.5946,9.3206,8.6218,9.4162
81652.6287,62.24,171.96,105.36,959.9195,0.8941,181.7788,217.7156,249.1393,131.8278,231.2575,231.4173,240.4614,90.6445,78.9736,82.2586,84.5158,92.5181,74.2411,94.543
81672.1453,62.24,171.96,105.36,959.8453,0.7161,37.7948,34.6823,70.46,108.7145,164.8569,143.1042,167.9311,100.2629,77.8551,87.7399,103.4714,92.9024,80.0485,100.8604
81691.6545,62.24,171.9599,105.36,959.9824,1.2138,3.3261,1.7404,3.038,41.8812,43.8383,28.6667,43.0141,65.7923,49.4961,55.317,76.9858,61.5317,50.8125,62.9622
81711.1666,62.24,171.9625,105.36,959.6193,3.1214,1.9811,7.6726,11.4898,7.379,15.9924,16.4831,19.5278,1.9,3.2486,1.6895,3.0117,3.545,4.0193,3.5417
81730.6779,62.24,171.9201,105.36,960.0052,0.9553,189.5649,230.4033,253.5618,131.8312,228.2427,234.8587,240.4713,86.3555,75.8155,78.5139,81.2466,88.8949,71.7252,90.6853
81750.1988,62.24,172.188,105.36,959.9866,0.7846,49.2224,47.3406,88.5789,114.3031,176.4803,157.7641,180.5903,98.833,77.6746,87.132,100.1052,91.9425,79.4431,99.7756
81769.7053,62.24,171.0755,105.36,959.7441,0.8019,2.9728,2.2122,6.9744,56.2572,62.3987,42.8301,62.4095,82.0343,61.9074,68.3526,95.4591,77.1281,64.7794,81.8775
81789.2172,62.24,170.688,105.36,960.115,0.8461,8.7904,9.4246,7.9495,17.2229,15.9496,13.4312,15.7478,63.6309,47.3536,50.0207,76.6954,59.1198,46.6112,59.8407
81808.7298,62.24,171.3575,105.36,959.6974,3.2836,-21.1107,-22.5275,-17.575,-7.4654,-12.9109,-12.8106,-10.3904,-3.0237,-2.3427,-3.1739,-0.8685,-2.4073,-0.9282,-2.4014
81828.2845,62.24,169.9228,105.36,960.1315,1.0657,187.7996,233.5168,250.9632,125.2512,219.5296,224.8961,232.0626,78.618,70.7187,71.5766,72.8577,81.6743,64.6578,82.2581
81848.0093,62.24,169.88,105.36,960.1564,0.8364,61.2143,62.0281,104.5808,116.9776,185.1632,168.992,187.0555,102.182,78.1644,87.8542,99.1904,92.4053,78.5936,99.3297
